State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
Arizona,4731.749346,No,Premium,College,Employed,M,69833.0,Suburban,Married,118.0,32.0,98.99999999999999,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,828.662719,Four-Door Car,Small,2
Arizona,8026.379641000001,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,74.0,15.0,91.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Web,532.8,Four-Door Car,Small,1
Arizona,4022.963529,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,116.99999999999999,6.0,1.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,964.2628512499998,SUV,Medsize,0
Oregon,9618.310865,No,Basic,High School or Below,Employed,F,80536.0,Rural,Married,119.00000000000001,5.0,83.0,0.0,3.0,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize,3
Washington,2274.775451,No,Basic,College,Unemployed,F,0.0,Suburban,Single,63.0,2.0,5.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,606.642452,Four-Door Car,Small,1
Oregon,9552.926922,No,Extended,College,Employed,F,97732.0,Urban,Married,79.0,0.0,70.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,289.9122,Four-Door Car,Medsize,1
Arizona,10388.55323,No,Extended,Bachelor,Employed,F,61222.0,Urban,Single,89.0,20.0,55.0,0.0,2.0,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Small,1
Oregon,2470.121222,No,Basic,College,Unemployed,M,0.0,Suburban,Single,74.0,7.0,20.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Web,721.242206,Two-Door Car,Large,0
Arizona,5619.068508,No,Premium,Master,Employed,M,50335.0,Urban,Married,140.0,9.0,54.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize,0
California,9047.119209,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,127.00000000000001,30.0,11.0,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,964.2628512499998,Sports Car,Medsize,3
Washington,6692.143668,No,Premium,High School or Below,Employed,M,63221.0,Suburban,Married,168.0,28.0,49.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize,0
Oregon,3731.5045840000002,Yes,Extended,High School or Below,Unemployed,F,0.0,Suburban,Married,96.0,31.0,34.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,1
Nevada,3660.7702580000005,No,Extended,Bachelor,Employed,M,64495.00000000001,Urban,Married,92.0,34.0,30.0,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize,2
California,7928.829252,No,Basic,College,Unemployed,F,0.0,Suburban,Married,72.0,7.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,1
Arizona,5011.751577,No,Basic,Bachelor,Employed,F,28859.0,Suburban,Divorced,67.0,24.0,51.00000000000001,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize,3
Arizona,7988.258292,No,Extended,High School or Below,Employed,F,77330.0,Rural,Married,99.0,0.0,21.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize,1
Oregon,3885.456401,Yes,Premium,College,Unemployed,M,0.0,Suburban,Married,105.0,3.0,92.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,504.00000000000006,Four-Door Car,Large,2
Washington,2659.337982,No,Basic,Bachelor,Employed,M,24495.0,Suburban,Single,70.0,29.0,65.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,2
Washington,8564.768226,Yes,Basic,High School or Below,Employed,M,95697.0,Rural,Married,107.0,29.0,28.999999999999996,0.0,8.5,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,0
Arizona,4885.162511,No,Extended,High School or Below,Disabled,M,26372.000000000004,Suburban,Married,126.0,11.0,7.000000000000001,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize,0
Arizona,9753.307106,No,Extended,Bachelor,Medical Leave,F,17514.0,Rural,Married,127.00000000000001,2.0,5.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize,3
California,2946.153697,No,Basic,Bachelor,Employed,F,89270.0,Urban,Single,74.0,17.0,90.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize,1
California,2581.110945,No,Basic,High School or Below,Employed,M,29757.000000000004,Suburban,Married,65.0,13.0,55.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,2
Oregon,3517.385764,No,Extended,College,Employed,M,51814.00000000001,Rural,Single,92.0,28.0,89.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize,2
Oregon,9743.350113,No,Extended,Bachelor,Employed,F,24028.0,Suburban,Married,82.0,14.0,27.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,1
Arizona,3873.6470460000005,Yes,Basic,College,Retired,M,28142.0,Suburban,Married,105.0,18.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,0
Arizona,7649.28199,No,Basic,Bachelor,Employed,F,52704.99999999999,Rural,Married,64.0,14.0,8.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large,3
California,2287.59692,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,63.0,1.0,5.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize,0
Washington,4475.424592,No,Basic,College,Employed,F,84903.0,Urban,Married,111.00000000000001,7.0,63.00000000000001,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,497.126827,SUV,Medsize,3
California,8714.922135,Yes,Basic,College,Unemployed,F,0.0,Suburban,Divorced,118.0,14.0,64.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,3
Washington,2248.449633,Yes,Basic,Bachelor,Retired,F,24910.0,Suburban,Single,63.0,7.0,63.00000000000001,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,1
California,7416.197322,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,77.0,15.0,12.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize,2
Oregon,7771.158973,No,Basic,Master,Medical Leave,M,21876.0,Suburban,Married,68.0,12.0,28.000000000000004,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small,2
California,6968.3419,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,69.0,33.0,61.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,1
California,4250.282624,Yes,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,61.0,17.0,1.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,1
Oregon,16387.34622375,No,Extended,High School or Below,Employed,F,70699.0,Urban,Divorced,82.0,1.0,57.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,256.813837,Four-Door Car,Medsize,1
California,16387.34622375,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,74.0,11.0,85.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,1
California,2413.139714,No,Basic,College,Medical Leave,M,27501.000000000004,Suburban,Married,63.0,20.0,0.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize,2
Oregon,15363.84716,No,Premium,Doctor,Disabled,F,15896.999999999998,Urban,Divorced,101.0,30.0,98.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,1
Nevada,8456.961887,No,Basic,College,Employed,F,25141.0,Rural,Divorced,73.0,12.0,4.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize,1
Nevada,2189.642522,No,Basic,College,Unemployed,F,0.0,Suburban,Married,61.0,5.0,46.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,1
California,5780.182197,Yes,Basic,High School or Below,Employed,M,51066.0,Suburban,Single,74.0,23.0,0.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,2
California,4639.981638,No,Basic,Bachelor,Employed,F,28358.0,Rural,Married,116.99999999999999,24.0,37.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize,3
Washington,4465.335703,No,Basic,College,Employed,F,61846.0,Rural,Married,112.0,1.0,48.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize,3
Arizona,5968.118877,No,Basic,Bachelor,Employed,F,90972.0,Urban,Married,74.0,3.0,47.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize,3
Washington,5097.763337,No,Basic,College,Unemployed,F,0.0,Suburban,Single,74.0,3.0,95.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize,3
California,4076.634665,No,Basic,Bachelor,Employed,F,29549.0,Suburban,Divorced,104.0,17.0,51.00000000000001,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,3
California,12252.60179,No,Premium,Bachelor,Unemployed,F,0.0,Suburban,Married,115.00000000000001,12.0,17.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,1
Nevada,16387.34622375,No,Extended,Bachelor,Employed,F,39411.0,Suburban,Married,170.5,4.0,28.999999999999996,0.0,4.0,Personal Auto,Personal L3,Offer3,Branch,964.2628512499998,Luxury Car,Medsize,1
Oregon,4892.435461,No,Basic,High School or Below,Employed,M,21709.0,Suburban,Married,62.0,28.0,17.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large,2
Nevada,9942.304791,No,Extended,Bachelor,Employed,M,67890.0,Suburban,Single,85.0,23.0,57.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small,2
California,3735.8381289999998,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,110.0,3.0,16.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,0
California,13117.52215,No,Basic,High School or Below,Employed,F,84311.0,Suburban,Single,111.00000000000001,11.0,98.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,3
California,4574.524094,No,Basic,College,Employed,F,99316.0,Suburban,Single,114.0,26.0,52.99999999999999,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize,3
Arizona,5470.060561,Yes,Extended,Bachelor,Employed,F,54507.0,Suburban,Married,138.0,20.0,11.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize,3
California,2978.84601,No,Extended,Bachelor,Employed,F,64586.0,Urban,Single,76.0,3.0,17.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,1
Oregon,6410.967544,No,Extended,College,Employed,M,61709.0,Urban,Married,82.0,5.0,41.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize,2
California,4479.023088,No,Basic,Master,Employed,M,94656.0,Urban,Married,111.00000000000001,12.0,79.0,0.0,1.0,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize,0
California,2383.731879,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,69.0,5.0,40.0,0.0,1.0,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,3
California,2764.493659,No,Basic,Bachelor,Employed,M,61085.0,Suburban,Married,70.0,26.999999999999996,34.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize,0
Oregon,7920.105377,No,Basic,Bachelor,Employed,F,89284.0,Suburban,Married,67.0,7.0,31.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,3
Arizona,6889.097981,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Divorced,63.0,6.0,12.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,1
Washington,3274.194616,No,Extended,Bachelor,Employed,F,31686.0,Suburban,Married,81.0,11.0,33.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,1
Oregon,9951.707743,No,Premium,High School or Below,Employed,M,56855.0,Suburban,Single,170.5,12.0,1.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,964.2628512499998,Luxury SUV,Medsize,0
Oregon,2521.555686,No,Basic,Bachelor,Employed,M,53703.0,Rural,Single,67.0,3.0,45.0,0.0,1.0,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize,2
Washington,16387.34622375,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,96.0,12.0,35.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize,3
California,6047.02516,Yes,Extended,College,Employed,M,20396.0,Suburban,Married,76.0,15.0,60.0,0.0,4.0,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize,2
California,11140.30248,No,Premium,Master,Disabled,F,27679.000000000004,Suburban,Single,150.0,30.0,28.000000000000004,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,Medsize,3
Nevada,4334.064096,Yes,Extended,Bachelor,Retired,F,23904.0,Suburban,Single,123.00000000000001,1.0,67.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,3
Arizona,2799.74791,No,Basic,High School or Below,Employed,F,65351.0,Suburban,Married,69.0,4.0,54.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize,1
California,7923.136624000001,No,Basic,College,Unemployed,M,0.0,Suburban,Single,112.99999999999999,20.0,1.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Agent,964.2628512499998,SUV,Medsize,0
California,3688.110888,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,63.0,0.0,54.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize,2
California,12067.45599,No,Basic,College,Unemployed,M,0.0,Suburban,Single,116.0,14.0,35.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,964.2628512499998,SUV,Medsize,0
California,2924.976721,No,Basic,College,Employed,F,64459.0,Urban,Married,72.0,16.0,64.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize,1
California,15014.092700000001,No,Premium,College,Employed,M,32961.0,Suburban,Married,170.5,13.0,52.99999999999999,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,0
Oregon,9277.233839,No,Basic,High School or Below,Employed,F,71416.0,Suburban,Divorced,116.0,10.0,0.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize,3
Washington,6274.123875,No,Extended,Bachelor,Employed,F,68964.0,Rural,Married,78.0,15.0,6.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize,1
California,3886.6474139999996,No,Extended,High School or Below,Employed,M,78108.0,Suburban,Single,98.0,12.0,34.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,0
California,4386.277558,Yes,Basic,College,Retired,M,10621.0,Suburban,Single,67.0,28.0,22.0,0.0,5.0,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,2
Washington,11365.26766,No,Extended,College,Employed,M,84910.0,Urban,Married,95.0,4.0,69.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small,0
California,5610.96434,No,Basic,High School or Below,Employed,F,77493.0,Urban,Single,70.0,2.0,35.0,0.0,3.0,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize,1
Arizona,2912.892035,No,Basic,College,Employed,M,81097.0,Suburban,Divorced,74.0,7.0,67.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small,2
Oregon,6915.729915,No,Extended,College,Employed,F,96610.0,Suburban,Married,85.0,6.0,23.0,0.0,3.0,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large,1
Oregon,6262.663307,No,Premium,College,Employed,M,30109.999999999996,Urban,Married,159.0,20.0,71.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small,0
Oregon,6503.397049,Yes,Extended,High School or Below,Disabled,F,22081.0,Suburban,Married,84.0,1.0,9.0,0.0,6.0,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small,3
Washington,8007.399376,Yes,Basic,High School or Below,Unemployed,F,0.0,Suburban,Divorced,112.0,12.0,93.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,3
California,2929.916512,No,Basic,College,Employed,M,98473.0,Suburban,Married,72.0,19.0,69.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,2
Oregon,5969.55297,No,Basic,Bachelor,Employed,F,97431.0,Suburban,Married,74.0,1.0,72.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize,1
California,5473.15987,No,Basic,Bachelor,Employed,M,93870.0,Suburban,Divorced,69.0,1.0,96.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize,2
Nevada,5645.396665,No,Basic,High School or Below,Employed,M,50365.99999999999,Suburban,Divorced,72.0,9.0,5.0,0.0,8.5,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,2
Washington,6369.262355,Yes,Extended,High School or Below,Employed,M,34498.0,Suburban,Single,83.0,30.0,72.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,0
Oregon,11833.76732,No,Basic,College,Disabled,F,16552.0,Suburban,Married,103.0,23.0,52.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,494.3999999999999,SUV,Small,3
Oregon,6121.107929,No,Extended,College,Employed,F,26787.000000000004,Suburban,Married,77.0,7.0,50.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,1
Nevada,5159.369746,No,Basic,College,Unemployed,M,0.0,Suburban,Single,74.0,2.0,42.0,0.0,8.5,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize,0
Nevada,2514.59196,Yes,Basic,High School or Below,Employed,F,43860.0,Rural,Single,65.0,15.0,57.99999999999999,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,1
Arizona,8668.611261,No,Basic,High School or Below,Employed,M,21474.0,Urban,Married,114.0,13.0,72.0,0.0,8.5,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small,0
California,4960.965384,No,Basic,Bachelor,Disabled,M,18174.0,Suburban,Married,66.0,8.0,16.0,0.0,8.5,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small,2
Arizona,5504.139033,Yes,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,73.0,18.0,45.0,0.0,5.0,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,1
Arizona,7507.455371999999,Yes,Basic,College,Employed,M,60920.0,Urban,Single,64.0,10.0,61.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,0
Arizona,16387.34622375,No,Extended,High School or Below,Employed,M,41520.0,Urban,Married,90.0,18.0,70.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize,2
Oregon,5657.031588,No,Premium,Bachelor,Unemployed,F,0.0,Suburban,Married,152.0,12.0,89.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small,3
Arizona,5061.757902,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,68.0,19.0,16.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,0
California,5912.783829,No,Basic,Bachelor,Employed,M,72208.0,Suburban,Married,73.0,3.0,84.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,0
California,15182.27975,No,Basic,Bachelor,Employed,F,53863.00000000001,Rural,Married,63.0,12.0,30.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large,1
Washington,10747.03094,No,Extended,College,Employed,M,66446.0,Urban,Divorced,136.0,8.0,77.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large,0
Washington,2050.623512,No,Basic,College,Unemployed,M,0.0,Suburban,Single,61.0,18.0,26.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,2
Washington,2465.444865,No,Basic,Bachelor,Employed,F,64996.99999999999,Suburban,Single,63.0,7.0,98.99999999999999,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small,1
Nevada,5343.121327,No,Basic,High School or Below,Employed,F,64460.0,Suburban,Married,66.0,18.0,42.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small,3
Arizona,8119.829071,No,Basic,College,Employed,F,46618.0,Rural,Married,67.0,22.0,77.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large,1
Oregon,4605.265164,No,Basic,College,Unemployed,F,0.0,Suburban,Divorced,64.0,13.0,64.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small,1
California,6408.785577,No,Extended,College,Employed,M,49988.0,Suburban,Married,84.0,6.0,37.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large,0
California,2376.533508,No,Extended,College,Unemployed,F,0.0,Suburban,Single,91.0,2.0,8.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize,3
California,3211.070017,No,Extended,Bachelor,Disabled,M,16269.0,Suburban,Divorced,86.0,6.0,84.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,0
Arizona,5094.522262,No,Basic,Bachelor,Employed,F,72006.0,Suburban,Divorced,64.0,4.0,38.0,0.0,3.0,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,1
Arizona,16387.34622375,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Married,81.0,3.0,60.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small,1
Oregon,8672.229719,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,170.5,34.0,83.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,964.2628512499998,Luxury SUV,Medsize,0
California,8044.73072,No,Basic,Master,Employed,M,44320.0,Suburban,Married,67.0,13.0,79.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,2
Arizona,4001.5190979999998,No,Premium,High School or Below,Retired,F,19782.0,Suburban,Divorced,108.0,13.0,66.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize,3
Nevada,16387.34622375,No,Basic,Bachelor,Employed,F,63933.0,Suburban,Divorced,70.0,35.0,98.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize,3
Arizona,8544.411077,No,Basic,Doctor,Employed,M,28223.999999999996,Suburban,Single,109.0,13.0,13.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,0
